,ID,O_LON,O_LAT,CLUSTER_LABEL
14058,14058,116.388641,39.870201,cluster13
14059,14059,116.42075,39.90486,cluster17
14060,14060,116.366898,39.87711,cluster20
14062,14062,116.288616,39.870516,cluster24
14063,14063,116.359,39.98046,cluster1
14069,14069,116.39585,39.97042,cluster10
14071,14071,116.42165,39.903533,cluster17
14072,14072,116.377133,39.864266,cluster13
14073,14073,116.387416,39.94915,cluster16
14085,14085,116.433682,39.952857,cluster4
14091,14091,116.28818,39.86238,cluster24
14101,14101,116.45637,40.01063,cluster26
14105,14105,116.395566,39.972066,cluster10
14108,14108,116.347,39.93458,cluster15
14110,14110,116.381599,39.863915,cluster13
14111,14111,116.23127,39.89944,cluster30
14113,14113,116.37177,39.86096,cluster13
14118,14118,116.321366,39.899133,cluster2
14123,14123,116.36752,39.94034,cluster35
14125,14125,116.437004,39.932343,cluster4
14129,14129,116.376403,39.864147,cluster13
14132,14132,116.438294,39.938946,cluster4
14144,14144,116.334216,39.99145,cluster29
14146,14146,116.388316,39.9634,cluster10
14147,14147,116.36788,39.87448,cluster20
14152,14152,116.34252,39.87048,cluster9
14155,14155,116.348016,39.8765,cluster9
14158,14158,116.3497,39.92635,cluster32
14161,14161,116.373337,39.95689,cluster16
14163,14163,116.288132,39.864742,cluster24
14165,14165,116.4425,39.9624,cluster4
14166,14166,116.35099,39.98024,cluster1
14170,14170,116.427166,39.943666,cluster4
14172,14172,116.448196,39.96814,cluster4
14173,14173,116.358643,39.939217,cluster35
14178,14178,116.6106,40.04995,cluster34
14179,14179,116.45836,39.9754,cluster6
14182,14182,116.42837,39.98214,cluster3
14184,14184,116.331972,39.973727,cluster18
14185,14185,116.343391,39.876255,cluster9
14186,14186,116.321068,39.892204,cluster2
14188,14188,116.36374,39.97255,cluster1
14195,14195,116.234001,39.899406,cluster30
14198,14198,116.46332,39.90719,cluster14
14199,14199,116.372032,39.96695,cluster5
14200,14200,116.37665,39.866916,cluster13
14204,14204,116.330543,39.975145,cluster18
14205,14205,116.47246,39.92982,cluster0
14208,14208,116.4221,39.93509,cluster4
14213,14213,116.405847,39.898785,cluster17
14217,14217,116.378639,39.883793,cluster11
14223,14223,116.428357,39.939452,cluster4
14228,14228,116.41233,39.91454,cluster7
14230,14230,116.372032,39.860661,cluster13
14232,14232,116.40831,39.908142,cluster7
14233,14233,116.41805,39.98058,cluster3
14234,14234,116.39798,39.973743,cluster10
14236,14236,116.46319,39.99158,cluster21
14238,14238,116.43222,39.94027,cluster4
14240,14240,116.40164,39.96261,cluster10
14241,14241,116.410238,39.917377,cluster7
14244,14244,116.44774,39.9597,cluster4
14246,14246,116.339497,39.936078,cluster15
14247,14247,116.61109,40.04982,cluster34
14250,14250,116.43736,39.93514,cluster4
14253,14253,116.286346,39.864979,cluster24
14255,14255,116.45764,40.00361,cluster21
14256,14256,116.418917,39.987298,cluster3
14261,14261,116.3731,39.95971,cluster16
14263,14263,116.337,39.991695,cluster29
14264,14264,116.436366,39.9451,cluster4
14265,14265,116.37351,39.93488,cluster31
14267,14267,116.313187,39.88697,cluster2
14269,14269,116.40985,39.914142,cluster7
14272,14272,116.4258,39.952866,cluster4
14273,14273,116.359466,39.97765,cluster1
14275,14275,116.46307,39.97959,cluster6
14283,14283,116.4247,39.98627,cluster3
14287,14287,116.342423,39.896792,cluster25
14292,14292,116.38005,39.85589,cluster13
14297,14297,116.36681,39.93266,cluster31
14298,14298,116.462303,39.992485,cluster21
14299,14299,116.412148,39.899788,cluster17
14306,14306,116.38425,39.86966,cluster13
14310,14310,116.382066,39.869366,cluster13
14313,14313,116.46081,39.98293,cluster6
14317,14317,116.46792,39.9298,cluster0
14320,14320,116.3476,39.909183,cluster12
14325,14325,116.45639,40.0119,cluster26
14328,14328,116.47718,39.98599,cluster33
14329,14329,116.47201,39.92967,cluster0
14332,14332,116.405055,39.915885,cluster7
14337,14337,116.37755,39.85879,cluster13
14338,14338,116.418103,39.98085,cluster3
14339,14339,116.388903,39.966897,cluster10
14344,14344,116.41928,39.93994,cluster4
14348,14348,116.41788,39.99048,cluster3
14358,14358,116.431243,39.979757,cluster3
14359,14359,116.31629,39.8952,cluster2
14360,14360,116.45418,40.01014,cluster26
14364,14364,116.46433,39.97646,cluster6
14368,14368,116.381623,39.867192,cluster13
14382,14382,116.3152,39.89045,cluster2
14383,14383,116.304115,39.882977,cluster2
14386,14386,116.42478,39.98242,cluster3
14387,14387,116.34716,39.92382,cluster12
14389,14389,116.415485,39.916975,cluster7
14390,14390,116.45688,39.94584,cluster4
14391,14391,116.43708,39.92555,cluster19
14392,14392,116.364899,39.95631,cluster16
14393,14393,116.40765,39.909316,cluster7
14398,14398,116.438466,39.956583,cluster4
14400,14400,116.420266,39.99235,cluster3
14402,14402,116.609035,40.053002,cluster34
14407,14407,116.46034,39.92796,cluster0
14414,14414,116.42495,39.987999,cluster3
14422,14422,116.342835,39.87645,cluster9
14425,14425,116.34575,39.94095,cluster15
14426,14426,116.42575,39.92492,cluster19
14428,14428,116.38508,39.8793,cluster11
14430,14430,116.416217,39.985977,cluster3
14432,14432,116.46052,39.9831,cluster6
14433,14433,116.36473,39.95789,cluster16
14440,14440,116.387617,39.946358,cluster16
14447,14447,116.45372,39.95304,cluster4
14448,14448,116.610807,40.049728,cluster34
14455,14455,116.30463,39.88788,cluster2
14456,14456,116.41205,39.89556,cluster17
14458,14458,116.43623,39.93959,cluster4
14461,14461,116.400852,39.9756,cluster10
14464,14464,116.43612,39.92239,cluster19
14469,14469,116.347695,39.890965,cluster23
14472,14472,116.46719,39.93428,cluster0
14476,14476,116.412633,39.914566,cluster7
14479,14479,116.313652,39.88739,cluster2
14481,14481,116.457735,39.927517,cluster0
14482,14482,116.3372,39.99161,cluster29
14487,14487,116.36387,39.86036,cluster13
14488,14488,116.419472,39.935715,cluster4
14489,14489,116.441497,39.962078,cluster4
14492,14492,116.3857,39.855483,cluster13
14493,14493,116.426522,39.958205,cluster4
14496,14496,116.38449,39.8709,cluster13
14499,14499,116.35382,39.91261,cluster12
14502,14502,116.4559,39.947716,cluster4
14503,14503,116.46092,39.92149,cluster0
14513,14513,116.35365,39.916916,cluster12
14515,14515,116.377541,39.966675,cluster5
14517,14517,116.34642,39.90629,cluster12
14518,14518,116.323538,39.883187,cluster2
14529,14529,116.42452,39.98209,cluster3
14530,14530,116.2881,39.861745,cluster24
14531,14531,116.42212,39.8934,cluster17
14537,14537,116.36465,39.95928,cluster16
14538,14538,116.34276,39.876363,cluster9
14550,14550,116.359816,39.980533,cluster1
14551,14551,116.37266,39.96651,cluster5
14555,14555,116.420887,39.903475,cluster17
14567,14567,116.451813,40.003326,cluster21
14575,14575,116.41404,39.99287,cluster3
14577,14577,116.416206,39.98724,cluster3
14581,14581,116.346716,39.974383,cluster1
14584,14584,116.310669,39.897121,cluster2
14586,14586,116.325226,39.896053,cluster2
14588,14588,116.314163,39.895126,cluster2
14591,14591,116.455681,39.947395,cluster4
14599,14599,116.46463,39.90364,cluster14
14602,14602,116.4558,39.928966,cluster0
14605,14605,116.3754,39.94615,cluster16
14606,14606,116.42725,39.98808,cluster3
14607,14607,116.35276,39.98028,cluster1
14614,14614,116.40215,39.96562,cluster10
14617,14617,116.461666,39.978416,cluster6
14618,14618,116.4294,39.939766,cluster4
14620,14620,116.61054,40.04977,cluster34
14622,14622,116.35835,39.98037,cluster1
14623,14623,116.380486,39.856674,cluster13
14624,14624,116.2369,39.901028,cluster30
14628,14628,116.41215,39.967916,cluster10
14629,14629,116.464266,39.92195,cluster0
14630,14630,116.441846,39.971811,cluster4
14632,14632,116.3546,39.980366,cluster1
14635,14635,116.44783,39.96644,cluster4
14644,14644,116.38532,39.96731,cluster10
14646,14646,116.325718,39.895928,cluster2
14649,14649,116.400272,39.967573,cluster10
14651,14651,116.288498,39.867886,cluster24
14653,14653,116.45667,39.98857,cluster21
14659,14659,116.46081,39.92855,cluster0
14660,14660,116.374362,39.966837,cluster5
14662,14662,116.43223,39.98059,cluster3
14664,14664,116.46342,39.90722,cluster14
14667,14667,116.511543,39.921639,cluster22
14668,14668,116.37555,39.866833,cluster13
14669,14669,116.373137,39.9568,cluster16
14670,14670,116.34478,39.87082,cluster9
14675,14675,116.45628,40.01236,cluster26
14676,14676,116.46043,39.98181,cluster6
14681,14681,116.333145,39.889687,cluster27
14683,14683,116.36101,39.97531,cluster1
14686,14686,116.32347,39.89222,cluster2
14687,14687,116.444948,39.968753,cluster4
14691,14691,116.34714,39.88715,cluster23
14694,14694,116.424166,39.967916,cluster10
14697,14697,116.455868,39.932055,cluster0
14701,14701,116.41952,39.94445,cluster4
14702,14702,116.39547,39.97276,cluster10
14710,14710,116.327597,39.97328,cluster18
14714,14714,116.36599,39.85854,cluster13
14717,14717,116.408798,39.914173,cluster7
14718,14718,116.46907,39.92994,cluster0
14720,14720,116.430153,39.892391,cluster17
14722,14722,116.364052,39.951325,cluster16
14724,14724,116.23665,39.8995,cluster30
14727,14727,116.37285,39.95375,cluster16
14730,14730,116.354883,39.980375,cluster1
14734,14734,116.36373,39.97664,cluster1
14735,14735,116.444984,39.965328,cluster4
14741,14741,116.373933,39.9627,cluster5
14753,14753,116.445503,39.961075,cluster4
14755,14755,116.34285,39.875616,cluster9
14758,14758,116.46602,39.98779,cluster33
14762,14762,116.35972,39.97764,cluster1
14763,14763,116.314636,39.888233,cluster2
14773,14773,116.42001,39.98426,cluster3
14775,14775,116.34907,39.93951,cluster15
14776,14776,116.35125,39.94305,cluster15
14777,14777,116.4188,39.99232,cluster3
14782,14782,116.35801,39.93677,cluster35
14786,14786,116.451507,39.906007,cluster8
14789,14789,116.33191,39.97459,cluster18
14790,14790,116.418175,39.992405,cluster3
14791,14791,116.45463,39.98809,cluster21
14792,14792,116.42925,39.958983,cluster4
14794,14794,116.391012,39.885063,cluster11
14795,14795,116.46077,39.92251,cluster0
14797,14797,116.366074,39.946148,cluster16
14800,14800,116.433478,39.957192,cluster4
14801,14801,116.44247,39.95989,cluster4
14809,14809,116.35395,39.920066,cluster12
14814,14814,116.34956,39.94241,cluster15
14820,14820,116.46017,39.97944,cluster6
14822,14822,116.42152,39.90344,cluster17
14826,14826,116.430161,39.938503,cluster4
14832,14832,116.359483,39.972033,cluster1
14835,14835,116.362208,39.96665,cluster5
14836,14836,116.436383,39.925583,cluster19
14837,14837,116.40642,39.96785,cluster10
14838,14838,116.405742,39.898377,cluster17
14839,14839,116.342468,39.881123,cluster9
14841,14841,116.38905,39.8849,cluster11
14844,14844,116.43404,39.9216,cluster19
14848,14848,116.45566,39.946683,cluster4
14849,14849,116.37284,39.9525,cluster16
14850,14850,116.34875,39.93095,cluster32
14851,14851,116.51194,39.922038,cluster22
14855,14855,116.42555,39.98218,cluster3
14857,14857,116.34762,39.98295,cluster1
14858,14858,116.513199,39.92218,cluster22
14859,14859,116.357247,39.980482,cluster1
14861,14861,116.33804,39.88836,cluster27
14862,14862,116.313591,39.89542,cluster2
14863,14863,116.428637,39.950277,cluster4
14868,14868,116.45258,39.99578,cluster21
14876,14876,116.315517,39.89704,cluster2
14881,14881,116.45995,39.97695,cluster6
14887,14887,116.42431,39.98795,cluster3
14897,14897,116.40605,39.96745,cluster10
14908,14908,116.350243,39.897135,cluster25
14912,14912,116.45665,39.9901,cluster21
14913,14913,116.425828,39.957045,cluster4
14918,14918,116.37286,39.95783,cluster16
14919,14919,116.430214,39.962109,cluster4
14921,14921,116.33559,39.99167,cluster29
14923,14923,116.37217,39.860853,cluster13
14929,14929,116.40577,39.89811,cluster17
14932,14932,116.37338,39.87743,cluster20
14934,14934,116.45415,39.962816,cluster4
14936,14936,116.39621,39.97389,cluster10
14938,14938,116.60749,40.04886,cluster34
14939,14939,116.314952,39.886888,cluster2
14940,14940,116.459984,39.986652,cluster6
14941,14941,116.42088,39.89599,cluster17
14942,14942,116.47734,39.9075,cluster14
14945,14945,116.47437,39.98443,cluster33
14949,14949,116.419772,39.96821,cluster10
14953,14953,116.47228,39.98749,cluster33
14957,14957,116.412266,39.89705,cluster17
14958,14958,116.462527,39.946502,cluster4
14959,14959,116.395905,39.963957,cluster10
14963,14963,116.3725,39.966966,cluster5
14965,14965,116.387183,39.855816,cluster13
14967,14967,116.420502,39.896084,cluster17
14972,14972,116.34754,39.88206,cluster23
14974,14974,116.32048,39.88855,cluster2
14981,14981,116.456879,39.948387,cluster4
14984,14984,116.374016,39.931316,cluster31
14990,14990,116.42481,39.98473,cluster3
15006,15006,116.313783,39.894433,cluster2
15011,15011,116.43843,39.95123,cluster4
15012,15012,116.439055,39.932348,cluster4
15019,15019,116.433938,39.979433,cluster3
15021,15021,116.401017,39.976685,cluster10
15025,15025,116.471766,39.91285,cluster14
15027,15027,116.37403,39.931725,cluster31
15031,15031,116.428833,39.943383,cluster4
15035,15035,116.394867,39.967636,cluster10
15039,15039,116.415133,39.987716,cluster3
15042,15042,116.446396,39.994762,cluster21
15045,15045,116.350731,39.912113,cluster12
15047,15047,116.34249,39.88183,cluster9
15048,15048,116.460259,39.979199,cluster6
15049,15049,116.45434,39.90326,cluster8
15051,15051,116.511375,39.92247,cluster22
15052,15052,116.42877,39.95049,cluster4
15059,15059,116.455883,39.9332,cluster0
15062,15062,116.35267,39.939,cluster15
15064,15064,116.31114,39.88621,cluster2
15070,15070,116.357918,39.93911,cluster35
15072,15072,116.465787,39.929322,cluster0
15077,15077,116.45474,40.00709,cluster26
15080,15080,116.41652,39.987318,cluster3
15081,15081,116.335671,39.886986,cluster27
15083,15083,116.40183,39.96784,cluster10
15085,15085,116.48256,39.98851,cluster28
15086,15086,116.42233,39.89091,cluster17
15088,15088,116.316033,39.895066,cluster2
15089,15089,116.36114,39.97366,cluster1
15096,15096,116.51104,39.9221,cluster22
15097,15097,116.353415,39.876657,cluster9
15099,15099,116.41079,39.906879,cluster7
15100,15100,116.449285,39.946341,cluster4
15103,15103,116.42135,39.89745,cluster17
15109,15109,116.434398,39.925938,cluster19
15113,15113,116.38915,39.87948,cluster11
15118,15118,116.31458,39.89923,cluster2
15121,15121,116.38106,39.8634,cluster13
15125,15125,116.392583,39.9675,cluster10
15126,15126,116.33276,39.9693,cluster18
15130,15130,116.395622,39.969666,cluster10
15132,15132,116.36642,39.93126,cluster31
15146,15146,116.37342,39.95871,cluster16
15159,15159,116.380487,39.856212,cluster13
15162,15162,116.32296,39.89557,cluster2
15164,15164,116.42742,39.94004,cluster4
15169,15169,116.467082,39.988757,cluster33
15170,15170,116.471075,39.986237,cluster33
15171,15171,116.34165,39.888616,cluster23
15172,15172,116.3291,39.88875,cluster27
15174,15174,116.31637,39.895,cluster2
15176,15176,116.45682,40.00119,cluster21
15178,15178,116.342239,39.973423,cluster1
15179,15179,116.4263,39.950266,cluster4
15181,15181,116.347565,39.881035,cluster9
15185,15185,116.385287,39.869848,cluster13
15193,15193,116.39368,39.95025,cluster16
15198,15198,116.38389,39.88467,cluster11
15200,15200,116.465693,39.998515,cluster21
15206,15206,116.429278,39.903818,cluster17
15213,15213,116.35059,39.9802,cluster1
15214,15214,116.440643,39.956059,cluster4
15215,15215,116.34738,39.92981,cluster32
15221,15221,116.31272,39.89557,cluster2
15227,15227,116.363854,39.96497,cluster5
15228,15228,116.43391,39.95355,cluster4
15235,15235,116.463625,39.90725,cluster14
15236,15236,116.45877,39.97582,cluster6
15237,15237,116.3277,39.97462,cluster18
15239,15239,116.3494,39.94242,cluster15
15240,15240,116.46159,39.99968,cluster21
15241,15241,116.46024,39.99595,cluster21
15242,15242,116.41634,39.96747,cluster10
15243,15243,116.34925,39.93556,cluster15
15244,15244,116.45513,39.90616,cluster8
15245,15245,116.339137,39.88823,cluster27
15246,15246,116.314297,39.887613,cluster2
15253,15253,116.363293,39.86867,cluster13
15254,15254,116.35938,39.984195,cluster1
15260,15260,116.288551,39.868736,cluster24
15262,15262,116.347266,39.92655,cluster32
15274,15274,116.4517,39.90855,cluster8
15276,15276,116.430229,39.962128,cluster4
15280,15280,116.35957,39.96865,cluster5
15282,15282,116.449733,39.955666,cluster4
15283,15283,116.36646,39.975393,cluster1
15288,15288,116.3722,39.861066,cluster13
15290,15290,116.35572,39.93914,cluster15
15291,15291,116.372635,39.966892,cluster5
15294,15294,116.38832,39.96341,cluster10
15296,15296,116.36696,39.92899,cluster31
15298,15298,116.332973,39.888698,cluster27
15303,15303,116.320197,39.889065,cluster2
15306,15306,116.36928,39.86326,cluster13
15322,15322,116.610982,40.049835,cluster34
15329,15329,116.45992,39.99585,cluster21
15332,15332,116.455856,39.92749,cluster0
15337,15337,116.467345,39.906778,cluster14
15341,15341,116.38692,39.8797,cluster11
15345,15345,116.5149,39.92256,cluster22
15346,15346,116.3655,39.94823,cluster16
15347,15347,116.348585,39.975223,cluster1
15351,15351,116.42617,39.95509,cluster4
15352,15352,116.42906,39.89203,cluster17
15356,15356,116.376566,39.86415,cluster13
15357,15357,116.432366,39.90345,cluster17
15363,15363,116.40448,39.96732,cluster10
15366,15366,116.3527,39.98025,cluster1
15367,15367,116.43807,39.94981,cluster4
15375,15375,116.28825,39.86732,cluster24
15376,15376,116.46731,39.9296,cluster0
15379,15379,116.35001,39.93079,cluster32
15383,15383,116.45138,39.99727,cluster21
15389,15389,116.411097,39.984747,cluster3
15393,15393,116.31289,39.89625,cluster2
15395,15395,116.402152,39.9756,cluster10
15399,15399,116.357967,39.93761,cluster35
15400,15400,116.44909,39.95562,cluster4
15403,15403,116.471137,39.907082,cluster14
15404,15404,116.457344,39.90704,cluster8
15408,15408,116.3081,39.88525,cluster2
15409,15409,116.350133,39.925816,cluster12
15412,15412,116.38135,39.88119,cluster11
15416,15416,116.363215,39.987413,cluster1
15420,15420,116.42815,39.95284,cluster4
15421,15421,116.466945,39.926305,cluster0
15422,15422,116.451508,39.995483,cluster21
15423,15423,116.46315,39.9432,cluster4
15425,15425,116.38986,39.94768,cluster16
15441,15441,116.51147,39.91785,cluster22
15446,15446,116.459033,39.976016,cluster6
15448,15448,116.442066,39.971816,cluster4
15451,15451,116.516018,39.915953,cluster22
15455,15455,116.32256,39.89601,cluster2
15457,15457,116.359533,39.876912,cluster20
15462,15462,116.38804,39.85725,cluster13
15463,15463,116.377087,39.881832,cluster11
15465,15465,116.305519,39.883877,cluster2
15466,15466,116.38179,39.86221,cluster13
15467,15467,116.42452,39.99232,cluster3
15468,15468,116.405,39.96796,cluster10
15480,15480,116.36663,39.93661,cluster35
15486,15486,116.42088,39.90719,cluster17
15491,15491,116.36955,39.86291,cluster13
15495,15495,116.314607,39.891113,cluster2
15496,15496,116.31073,39.895592,cluster2
15499,15499,116.382838,39.888332,cluster11
15504,15504,116.407885,39.91227,cluster7
15505,15505,116.432358,39.982273,cluster3
15506,15506,116.43228,39.94126,cluster4
15507,15507,116.42334,39.89215,cluster17
15508,15508,116.37298,39.95518,cluster16
15510,15510,116.34771,39.87339,cluster9
15513,15513,116.425533,39.96835,cluster10
15519,15519,116.609166,40.05295,cluster34
15521,15521,116.360465,39.9862,cluster1
15522,15522,116.39173,39.96747,cluster10
15524,15524,116.453066,39.961866,cluster4
15533,15533,116.38548,39.86896,cluster13
15538,15538,116.343545,39.945023,cluster15
15540,15540,116.392937,39.96196,cluster10
15544,15544,116.367816,39.8639,cluster13
15545,15545,116.308916,39.885633,cluster2
15547,15547,116.34745,39.9758,cluster1
15548,15548,116.418355,39.974267,cluster10
15550,15550,116.424309,39.893719,cluster17
15555,15555,116.4552,39.94942,cluster4
15556,15556,116.33577,39.97507,cluster18
15558,15558,116.32523,39.97516,cluster18
15561,15561,116.434212,39.953533,cluster4
15564,15564,116.46085,39.995916,cluster21
15566,15566,116.399162,39.973896,cluster10
15570,15570,116.34768,39.873922,cluster9
15571,15571,116.44155,39.92166,cluster19
15575,15575,116.368388,39.880928,cluster20
15576,15576,116.43655,39.97141,cluster4
15585,15585,116.431687,39.939755,cluster4
15587,15587,116.449303,39.949218,cluster4
15589,15589,116.347023,39.912773,cluster12
15591,15591,116.46406,39.90721,cluster14
15593,15593,116.43782,39.96296,cluster4
15598,15598,116.348266,39.888066,cluster23
15599,15599,116.42133,39.8947,cluster17
15607,15607,116.427848,39.943532,cluster4
15609,15609,116.46636,39.92948,cluster0
15610,15610,116.3482,39.97473,cluster1
15611,15611,116.31491,39.88844,cluster2
15614,15614,116.46142,39.92842,cluster0
15619,15619,116.47245,39.99912,cluster21
15621,15621,116.418416,39.9722,cluster10
15622,15622,116.3637,39.97562,cluster1
15623,15623,116.447652,39.906927,cluster8
15624,15624,116.435516,39.96505,cluster4
15626,15626,116.34334,39.92637,cluster12
15627,15627,116.359563,39.972647,cluster1
15633,15633,116.448033,39.95025,cluster4
15637,15637,116.411333,39.9937,cluster3
15639,15639,116.41996,39.93509,cluster4
15641,15641,116.384499,39.950131,cluster16
15643,15643,116.37405,39.94892,cluster16
15644,15644,116.36805,39.882156,cluster20
15652,15652,116.43275,39.94572,cluster4
15657,15657,116.33685,39.87614,cluster9
15658,15658,116.35395,39.91645,cluster12
15661,15661,116.454992,39.927377,cluster0
15663,15663,116.4196,39.9392,cluster4
15664,15664,116.429793,39.977263,cluster3
15666,15666,116.51465,39.9172,cluster22
15668,15668,116.288208,39.863339,cluster24
15670,15670,116.43947,39.94833,cluster4
15675,15675,116.43037,39.93201,cluster4
15678,15678,116.4121,39.90019,cluster17
15683,15683,116.4105,39.96755,cluster10
15687,15687,116.465953,39.982297,cluster6
15691,15691,116.4077,39.96215,cluster10
15696,15696,116.377463,39.961523,cluster5
15697,15697,116.388222,39.965069,cluster10
15698,15698,116.41972,39.96778,cluster10
15704,15704,116.348801,39.881962,cluster23
15708,15708,116.3848,39.94763,cluster16
15721,15721,116.37085,39.9564,cluster16
15726,15726,116.4455,39.95194,cluster4
15727,15727,116.40147,39.96316,cluster10
15728,15728,116.46264,39.94655,cluster4
15729,15729,116.331245,39.989658,cluster29
15730,15730,116.4309,39.9282,cluster19
15732,15732,116.4373,39.92565,cluster19
15743,15743,116.37665,39.85593,cluster13
15745,15745,116.4321,39.9411,cluster4
15749,15749,116.4276,39.98757,cluster3
15754,15754,116.33088,39.97565,cluster18
15759,15759,116.43322,39.93231,cluster4
15762,15762,116.45332,39.95262,cluster4
15765,15765,116.38629,39.88874,cluster11
15773,15773,116.409287,39.895069,cluster17
15775,15775,116.45839,39.90276,cluster8
15777,15777,116.38129,39.95002,cluster16
15778,15778,116.45469,40.007085,cluster26
15781,15781,116.464353,39.991683,cluster21
15782,15782,116.451233,39.95415,cluster4
15789,15789,116.398476,39.973942,cluster10
15790,15790,116.32373,39.97514,cluster18
15791,15791,116.45491,39.90337,cluster8
15793,15793,116.43664,39.93235,cluster4
15798,15798,116.38306,39.86977,cluster13
15801,15801,116.45516,39.904772,cluster8
15802,15802,116.43794,39.93664,cluster4
15814,15814,116.459496,40.003658,cluster26
15817,15817,116.42136,39.90378,cluster17
15825,15825,116.420922,39.90348,cluster17
15834,15834,116.372587,39.86611,cluster13
15837,15837,116.4583,39.9215,cluster0
15839,15839,116.33382,39.88693,cluster27
15841,15841,116.329628,39.975175,cluster18
15842,15842,116.43121,39.98224,cluster3
15843,15843,116.23696,39.897717,cluster30
15847,15847,116.456516,40.011733,cluster26
15849,15849,116.44067,39.94873,cluster4
15853,15853,116.37412,39.96457,cluster5
15858,15858,116.316066,39.896066,cluster2
15860,15860,116.424153,39.994821,cluster3
15862,15862,116.34889,39.941505,cluster15
15868,15868,116.357073,39.966567,cluster5
15870,15870,116.410942,39.900627,cluster17
15876,15876,116.34581,39.940105,cluster15
15881,15881,116.329516,39.888533,cluster27
15882,15882,116.457437,39.912213,cluster8
15885,15885,116.36513,39.98633,cluster1
15891,15891,116.463815,39.908073,cluster14
15893,15893,116.23416,39.902718,cluster30
15897,15897,116.412201,39.914333,cluster7
15898,15898,116.44874,39.98945,cluster21
15899,15899,116.456816,39.943683,cluster4
15906,15906,116.429432,39.949217,cluster4
15907,15907,116.304568,39.889317,cluster2
15910,15910,116.44574,39.95971,cluster4
15913,15913,116.42763,39.93026,cluster4
15916,15916,116.436842,39.957735,cluster4
15923,15923,116.433455,39.958395,cluster4
15924,15924,116.36937,39.87726,cluster20
15926,15926,116.3471,39.890216,cluster23
15927,15927,116.43415,39.94688,cluster4
15929,15929,116.32752,39.99157,cluster29
15932,15932,116.37225,39.86064,cluster13
15936,15936,116.412155,39.897822,cluster17
15938,15938,116.418556,39.899155,cluster17
15954,15954,116.47168,39.90995,cluster14
15958,15958,116.369766,39.877233,cluster20
15966,15966,116.300781,39.888664,cluster2
15967,15967,116.372653,39.955733,cluster16
15968,15968,116.3727,39.97168,cluster5
15971,15971,116.379475,39.86287,cluster13
15973,15973,116.454522,39.927325,cluster0
15976,15976,116.31495,39.8883,cluster2
15977,15977,116.438283,39.9396,cluster4
15979,15979,116.36515,39.96682,cluster5
15988,15988,116.41176,39.909758,cluster7
15993,15993,116.4566,39.999103,cluster21
16001,16001,116.33274,39.96984,cluster18
16006,16006,116.347176,39.922363,cluster12
16007,16007,116.37695,39.881716,cluster11
16011,16011,116.459425,39.921488,cluster0
16012,16012,116.38111,39.86375,cluster13
16013,16013,116.46418,39.9766,cluster6
16014,16014,116.380977,39.966792,cluster5
16018,16018,116.352303,39.939173,cluster15
16023,16023,116.437584,39.928677,cluster19
16025,16025,116.304503,39.888288,cluster2
16027,16027,116.46605,39.98775,cluster33
16030,16030,116.43645,39.953566,cluster4
16033,16033,116.45173,40.0048,cluster26
16035,16035,116.317655,39.898328,cluster2
16041,16041,116.480066,39.98875,cluster28
16044,16044,116.47208,39.91103,cluster14
16046,16046,116.230475,39.899405,cluster30
16056,16056,116.418067,39.991403,cluster3
16057,16057,116.418515,39.971953,cluster10
16061,16061,116.46657,39.93266,cluster0
16064,16064,116.428078,39.92337,cluster19
16068,16068,116.4192,39.89327,cluster17
16070,16070,116.35252,39.87665,cluster9
16078,16078,116.3469,39.898148,cluster25
16082,16082,116.32885,39.88998,cluster27
16084,16084,116.42157,39.93506,cluster4
16086,16086,116.414108,39.91415,cluster7
16088,16088,116.4216,39.9821,cluster3
16091,16091,116.34181,39.97548,cluster1
16099,16099,116.372866,39.970566,cluster5
16100,16100,116.428288,39.929323,cluster4
16105,16105,116.37516,39.858173,cluster13
16109,16109,116.45945,39.97644,cluster6
16110,16110,116.41204,39.91543,cluster7
16112,16112,116.423385,39.889378,cluster17
16113,16113,116.38252,39.94776,cluster16
16121,16121,116.46356,39.90737,cluster14
16124,16124,116.35769,39.91388,cluster12
16127,16127,116.42931,39.89595,cluster17
16130,16130,116.34657,39.97529,cluster1
16132,16132,116.375382,39.971352,cluster5
16138,16138,116.36312,39.96728,cluster5
16139,16139,116.42486,39.96833,cluster10
16140,16140,116.3957,39.97172,cluster10
16143,16143,116.33177,39.88864,cluster27
16145,16145,116.284145,39.865558,cluster24
16153,16153,116.310927,39.884285,cluster2
16155,16155,116.334955,39.888883,cluster27
16157,16157,116.35267,39.97529,cluster1
16159,16159,116.36954,39.96782,cluster5
16162,16162,116.36784,39.97001,cluster5
16168,16168,116.3265,39.99445,cluster29
16169,16169,116.45933,40.00364,cluster26
16170,16170,116.379829,39.947708,cluster16
16175,16175,116.46085,39.92682,cluster0
16177,16177,116.36941,39.86287,cluster13
16181,16181,116.229851,39.897156,cluster30
16183,16183,116.472237,39.929459,cluster0
16184,16184,116.374588,39.968548,cluster5
16187,16187,116.45528,39.94837,cluster4
16191,16191,116.409468,39.967898,cluster10
16192,16192,116.4608,39.9241,cluster0
16193,16193,116.46724,40.00255,cluster21
16195,16195,116.44253,39.96319,cluster4
16196,16196,116.40841,39.908,cluster7
16199,16199,116.349818,39.933697,cluster15
16200,16200,116.34915,39.97532,cluster1
16201,16201,116.316798,39.895302,cluster2
